,Longitude,Latitude,Solar Energy Potential,Wind Power Density,Port Code,Port Long.,Port Lat.,Gen-Port Direct Dist.,Gen-Port Driving Dist.
125,-113.0,51.0,1552.7100682258606,221.62674,4933,-122.2207911642127,47.998295,745.9963571142559,1128.8397
126,-113.0,52.0,1530.0799679756165,267.7102,4933,-122.2207911642127,47.998295,796.0443159162566,1228.5401000000002
127,-113.0,53.0,1530.8099150657654,254.93126,4933,-122.2207911642127,47.998295,857.6380088628151,1295.0821
128,-113.0,54.0,1481.535005569458,224.67128,4933,-122.2207911642127,47.998295,928.4891548541693,1299.2935
129,-112.0,25.0,1953.4800863265991,87.35044,2692,-112.11642416049798,24.783635,26.69819015542594,33.6023
130,-112.0,26.0,1944.720025062561,120.59638,4520,-112.08568043209875,27.189085,132.02340953042744,243.1007
131,-112.0,29.0,1946.9100403785703,133.95264,2922,-110.87482812626264,27.9124,163.31869329940147,264.32809999999995
132,-112.0,31.0,1938.8799262046807,89.07595,2922,-110.87482812626264,27.9124,359.21658129796447,452.2034
133,-112.0,32.0,1921.359977722168,115.16704,2922,-110.87482812626264,27.9124,465.9427210365234,626.9623
134,-112.0,33.0,1902.01498746872,61.86599,4109,-116.62098498204458,31.846935,453.00357557193865,597.1598
135,-112.0,36.0,1872.8150153160093,1101.5615,44678,-117.15652239685278,32.69919550046325,599.1234732330646,873.5005
136,-112.0,37.0,1868.070011138916,208.71762,44678,-117.15652239685278,32.69919550046325,670.6241642856199,931.7928
137,-112.0,39.0,1746.52494430542,75.0432,4030,-118.18389107065347,33.74777,804.3265086251671,946.8497
138,-112.0,40.0,1654.1800236701963,183.7987,4030,-118.18389107065347,33.74777,885.711504264623,1055.3292
139,-112.0,41.0,1620.235047340393,228.50793,4030,-118.18389107065347,33.74777,972.956955241479,1169.7051
140,-112.0,42.0,1627.5350403785706,251.38979,6367,-121.55685725036533,38.561485000000005,897.2558414423708,1220.2107
141,-112.0,44.0,1603.4450459480286,122.319725,6634,-122.7035916567065,45.64459,865.3406449253301,1220.6087
142,-112.0,48.0,1561.469955444336,320.0086,4933,-122.2207911642127,47.998295,762.1835644757393,1095.7305
143,-112.0,49.0,1561.1049818992617,417.61438,4933,-122.2207911642127,47.998295,762.9101343480186,1316.4859
144,-112.0,50.0,1532.999930381775,353.10297,4933,-122.2207911642127,47.998295,779.5898049727874,1168.2048
145,-112.0,51.0,1517.3050236701963,250.86766,4933,-122.2207911642127,47.998295,811.2470393553187,1198.5362
146,-112.0,52.0,1525.6999373435974,409.162,4933,-122.2207911642127,47.998295,856.2295388933845,1271.3452
147,-112.0,53.0,1522.05002784729,281.97873,4933,-122.2207911642127,47.998295,912.5757844184081,1377.9063
148,-112.0,54.0,1446.129961013794,208.08698,4933,-122.2207911642127,47.998295,978.3305650411104,1357.5851
149,-112.0,55.0,1369.8450076580048,88.43621,2586,-122.71542696864113,48.8319,1005.2488960998799,1390.1543
150,-111.0,25.0,1916.25,138.01985,5541,-110.67982476258211,24.395865,74.35001977750507,215.283
151,-111.0,28.0,1926.8349289894104,94.19211,2922,-110.87482812626264,27.9124,15.682828131997706,20.5984
152,-111.0,29.0,1906.030044555664,71.09817,2922,-110.87482812626264,27.9124,121.1571491641438,131.76520000000002
153,-111.0,30.0,1936.3249373435967,73.47335,2922,-110.87482812626264,27.9124,231.7008095282574,277.4298
154,-111.0,32.0,1922.455072402954,151.59018,2922,-110.87482812626264,27.9124,453.2793396107476,507.7758
155,-111.0,33.0,1898.7300515174863,201.63242,2922,-110.87482812626264,27.9124,564.1419512295906,687.1326
156,-111.0,35.0,1940.7049679756165,228.90892,4109,-116.62098498204458,31.846935,628.7826459106485,911.8083
157,-111.0,36.0,1918.4400153160093,187.28625,44678,-117.15652239685278,32.69919550046325,674.2391980847219,939.1846
158,-111.0,37.0,1774.994969367981,165.04544,44678,-117.15652239685278,32.69919550046325,737.6985987101529,1055.6353
159,-111.0,39.0,1829.380030632019,93.1682,44678,-117.15652239685278,32.69919550046325,892.8374209218078,1133.767
160,-111.0,41.0,1701.995038986206,244.30534,4030,-118.18389107065347,33.74777,1025.205290244164,1215.1031
161,-111.0,42.0,1674.254961013794,114.218094,4030,-118.18389107065347,33.74777,1111.8995398499842,1347.1922
162,-111.0,43.0,1556.7249512672424,57.89241,6367,-121.55685725036533,38.561485000000005,1017.2664557336906,1352.4356
163,-111.0,45.0,1502.340064048767,78.39192,4933,-122.2207911642127,47.998295,922.5106355456226,1213.9551
164,-111.0,46.0,1470.219955444336,270.05634,4933,-122.2207911642127,47.998295,880.9684249140423,1183.5129
165,-111.0,48.0,1549.0599846839905,382.90985,4933,-122.2207911642127,47.998295,836.6292497109314,1198.9982
166,-111.0,49.0,1561.469955444336,458.76862,4933,-122.2207911642127,47.998295,835.9056098193442,1396.3093
167,-111.0,50.0,1536.650013923645,417.62973,4933,-122.2207911642127,47.998295,849.7787105314663,1237.9683
168,-111.0,52.0,1530.8099150657654,346.64078,4933,-122.2207911642127,47.998295,918.005535041276,1350.7933
169,-111.0,53.0,1514.7500348091123,283.85294,4933,-122.2207911642127,47.998295,969.5276874307067,1430.3131
170,-111.0,54.0,1451.9699728488922,245.1274,4933,-122.2207911642127,47.998295,1030.475576921984,1425.5974
171,-111.0,59.0,1362.1800410747528,112.92768,2586,-122.71542696864113,48.8319,1364.438641708731,1855.6058
172,-110.0,23.0,1913.3300375938416,55.54973,6928,-110.30956802719864,24.21719583333333,138.46009535729473,161.2096
173,-110.0,24.0,1906.3950181007383,50.795464,6928,-110.30956802719864,24.21719583333333,39.6136468081546,52.8847
174,-110.0,28.0,1842.154974937439,12.363289,15231,-110.81845719598292,27.863969556055963,81.95364301786529,186.0527
175,-110.0,29.0,1868.4349846839905,46.38532,2922,-110.87482812626264,27.9124,147.88564560486333,236.7843
176,-110.0,30.0,1916.25,61.419655,2922,-110.87482812626264,27.9124,246.59118102053242,339.5142
177,-110.0,31.0,1909.679954051972,123.948944,2922,-110.87482812626264,27.9124,352.60047974019153,476.9705
178,-110.0,33.0,1918.804988861084,87.28724,2922,-110.87482812626264,27.9124,570.2295250329764,716.0518000000001
179,-110.0,34.0,1841.7900013923645,74.2739,2922,-110.87482812626264,27.9124,680.0737126982231,832.2230999999999
180,-110.0,35.0,1926.1049818992608,127.2058,2922,-110.87482812626264,27.9124,790.2336546935321,930.1283
181,-110.0,36.0,1843.250069618225,153.6071,4109,-116.62098498204458,31.846935,765.8420888751047,1089.181
182,-110.0,37.0,1872.8150153160093,158.52252,44678,-117.15652239685278,32.69919550046325,809.5298824513748,1105.4178
183,-110.0,39.0,1797.259922027588,105.37729,44678,-117.15652239685278,32.69919550046325,951.5417500396758,1211.7525
184,-110.0,40.0,1774.265022277832,179.57002,44678,-117.15652239685278,32.69919550046325,1033.1246833875102,1332.9173999999998
185,-110.0,41.0,1660.750069618225,192.49939,4030,-118.18389107065347,33.74777,1082.143137076977,1336.6472
186,-110.0,43.0,1751.634922027588,122.59678,4030,-118.18389107065347,33.74777,1250.0761818826934,1478.589
187,-110.0,46.0,1564.3899178504944,274.74933,4933,-122.2207911642127,47.998295,954.5359900140442,1255.5713999999998
188,-110.0,47.0,1534.4599986076355,363.2914,4933,-122.2207911642127,47.998295,926.4417037448935,1253.546
