,Port Code
4830,7132
4831,7132
4832,7132
4833,6907
4834,3403
4835,2450
4836,2969
4837,3735
4838,3735
4839,3735
4840,3735
4841,3735
4842,3735
4843,3735
4844,3735
4845,3735
4846,3735
4847,7132
4848,7132
4849,7132
4850,7132
4851,7132
4852,7132
4853,7132
4854,7132
4855,1606
4856,3735
4857,3735
4858,3735
4859,3735
4860,3735
4861,3735
4862,3735
4863,3735
4864,3735
4865,3735
4866,3735
4867,7132
4868,7132
4869,7132
4870,2969
4871,3735
4872,3735
4873,3735
4874,3735
4875,3735
4876,3735
4877,3735
4878,3735
4879,3735
4880,3735
4881,3735
4882,3735
4883,3735
4884,7132
4885,7132
4886,7132
4887,1790
4888,2853
4889,3735
4890,3735
4891,3735
4892,3735
4893,3735
4894,3735
4895,7132
4896,7132
4897,7132
4898,7132
4899,2853
4900,2853
4901,2853
4902,2853
4903,2853
4904,2853
4905,2853
4906,2853
4907,2853
4908,2853
4909,2853
4910,2853
4911,7132
4912,7132
4913,7132
4914,7132
4915,7132
4916,7132
4917,7132
4918,6643
4919,6643
4920,6643
4921,6643
4922,6643
4923,2853
4924,7132
4925,7132
4926,7132
4927,7132
4928,7132
4929,7132
4930,6643
4931,6643
4932,6643
4933,6643
4934,6643
4935,6643
4936,6643
4937,7132
4938,7132
4939,3965
4940,4243
4941,6643
4942,6643
4943,6643
4944,6643
4945,6643
4946,6643
4947,6643
4948,6643
4949,6643
4950,7132
4951,7132
4952,3881
4953,4243
4954,2236
4955,6643
4956,6643
4957,6643
4958,6643
4959,6643
4960,6643
4961,6643
4962,6643
4963,6643
4964,6643
4965,1945
4966,7132
4967,7132
4968,7132
4969,3965
4970,3965
4971,3965
4972,3965
4973,3965
4974,4243
4975,2236
4976,6643
4977,6643
4978,6643
4979,6643
4980,6643
4981,6643
4982,6643
4983,6643
4984,6643
4985,6643
4986,6643
4987,6643
4988,6643
4989,1945
4990,1945
4991,7132
4992,3965
4993,3965
4994,3965
4995,3965
4996,2236
4997,6643
4998,6643
4999,6643
5000,6643
5001,6643
5002,6643
5003,1945
5004,1945
5005,1945
5006,3965
5007,3965
5008,3965
5009,2236
5010,6643
5011,6643
5012,6643
5013,6643
5014,1945
5015,1945
5016,1945
5017,1945
5018,3965
5019,3965
5020,3965
5021,3965
5022,3965
5023,3965
5024,6643
5025,6643
5026,6643
5027,6643
5028,6643
5029,1945
5030,1945
5031,1945
5032,1285
5033,7132
5034,3794
5035,4253
5036,4253
5037,4253
5038,25782
5039,15419
5040,3965
5041,3965
5042,3965
5043,6643
5044,6643
5045,6643
5046,6643
5047,6643
5048,6643
5049,6643
5050,6643
5051,1945
5052,1945
5053,1945
5054,1945
5055,1945
5056,1285
5057,3074
5058,2394
5059,15419
5060,15419
5061,15419
5062,15419
5063,3965
5064,3965
5065,3965
5066,4563
5067,6643
5068,6643
5069,2222
5070,1945
5071,1945
5072,1945
5073,1945
5074,1945
5075,1945
5076,1945
5077,1945
5078,1285
5079,1285
5080,3455
5081,3449
5082,6866
5083,3855
5084,15419
5085,15419
5086,15419
5087,15419
5088,4563
5089,4563
5090,4563
5091,2222
5092,2222
5093,2222
5094,1945
5095,1945
5096,1945
5097,1945
5098,1945
5099,1285
5100,3455
5101,2247
5102,2247
5103,7040
5104,2078
5105,4048
5106,14475
5107,15419
5108,15419
5109,15419
5110,4563
5111,4563
5112,4563
5113,4563
5114,4563
5115,2196
5116,2222
5117,2222
5118,2222
5119,1945
5120,1945
5121,1945
5122,1945
5123,1945
5124,1285
5125,1285
5126,2908
5127,5449
5128,5449
5129,6867
5130,2261
5131,6977
5132,4048
5133,4048
5134,15419
5135,15419
5136,6675
5137,6675
5138,4563
5139,4563
5140,2196
5141,2196
5142,2222
5143,2222
5144,2222
5145,1945
5146,1945
5147,1945
5148,1945
5149,1945
5150,1285
5151,1285
5152,1285
5153,1285
5154,1285
5155,27972
5156,2908
5157,2908
5158,5449
5159,3122
5160,5373
5161,5373
5162,4048
5163,4048
5164,6675
5165,6675
5166,6675
5167,4563
5168,4563
5169,4563
5170,4563
5171,4563
5172,2196
5173,2196
5174,2222
5175,2222
5176,2222
5177,1945
5178,1945
5179,1945
5180,1945
5181,1945
5182,1945
5183,1945
5184,1285
5185,1285
5186,1285
5187,27972
5188,3390
5189,5373
5190,5373
5191,5373
5192,5373
5193,5373
5194,2523
5195,6675
5196,6675
5197,6675
5198,4563
5199,4563
5200,4563
5201,4563
5202,2196
5203,2196
5204,2196
5205,2196
5206,2196
5207,2222
5208,2222
5209,2222
5210,1945
5211,1945
5212,1945
5213,1945
5214,1945
5215,1945
5216,1285
5217,1285
5218,23372
5219,6775
5220,6775
5221,2605
5222,2605
5223,2605
5224,2605
5225,2523
5226,2523
5227,6675
5228,6675
5229,30312
5230,4563
5231,5430
5232,2196
5233,2196
5234,2196
5235,2196
5236,2196
5237,2196
5238,2222
5239,2222
5240,2222
5241,2222
5242,1945
5243,1945
5244,1945
5245,1945
5246,1285
5247,1285
5248,1285
5249,1285
5250,2246
5251,2605
5252,2605
5253,2605
5254,6675
5255,5430
5256,2561
5257,2196
5258,2196
5259,2196
5260,2196
5261,2196
5262,2222
5263,2222
5264,2222
5265,2222
5266,2222
5267,1945
5268,1945
5269,1945
5270,1945
5271,1945
5272,1285
5273,1285
5274,1285
5275,1285
5276,3029
5277,3879
5278,3814
5279,2605
5280,4742
5281,4742
5282,2561
5283,2196
5284,2196
5285,2196
5286,2196
5287,2196
5288,2196
5289,2222
5290,2222
5291,2222
5292,2222
5293,2222
5294,1945
5295,1945
5296,1285
5297,1285
5298,1285
5299,1285
5300,3688
5301,3799
5302,4742
5303,4742
5304,1941
5305,2196
5306,2196
5307,2196
5308,2196
5309,2196
5310,2196
5311,2001
5312,2222
5313,2222
5314,2222
5315,2222
5316,2222
5317,1945
5318,1945
5319,1945
5320,1945
5321,1285
5322,1285
5323,1285
5324,26402
5325,3799
5326,3799
5327,2133
5328,4333
5329,4333
5330,4333
5331,2001
5332,2001
5333,2001
5334,6993
5335,6993
5336,2222
5337,2222
5338,2222
5339,2222
5340,2222
5341,1945
5342,1945
5343,1945
5344,1945
5345,1285
5346,1285
5347,1285
5348,1285
5349,1285
5350,2858
5351,3799
5352,6916
5353,3960
5354,2001
5355,2001
5356,6993
5357,6993
5358,6993
5359,2222
5360,2222
5361,2222
5362,2222
5363,2222
5364,1945
5365,1945
5366,1945
5367,1285
5368,2195
5369,2876
5370,3063
5371,3799
5372,6245
5373,2001
5374,2001
5375,2001
5376,2001
5377,2001
5378,6993
5379,6993
5380,6993
5381,6993
5382,2222
5383,2222
5384,2222
5385,2222
5386,2222
5387,1945
5388,1945
5389,1285
5390,1285
5391,1285
5392,3962
5393,3962
5394,2539
5395,3063
5396,3310
5397,2001
5398,2001
5399,2001
5400,2001
5401,2001
5402,6993
5403,6993
5404,6993
5405,6993
5406,2222
5407,2222
5408,2222
5409,2222
5410,1945
5411,1945
5412,1945
5413,1285
5414,1285
5415,3962
5416,2195
5417,3719
5418,3450
5419,2157
5420,2003
5421,2001
5422,2001
5423,2001
5424,26578
5425,6993
5426,6993
5427,6993
5428,2222
5429,2222
5430,2222
5431,2222
5432,2222
5433,1945
5434,1945
5435,1945
5436,1285
5437,1285
5438,2195
5439,2195
5440,2195
5441,911
5442,2772
5443,2772
5444,2915
5445,2653
5446,2901
5447,2329
5448,2135
5449,2135
5450,26578
5451,6993
5452,6993
5453,6993
5454,6993
5455,2222
5456,2222
5457,2222
5458,2222
5459,1945
5460,1945
5461,1945
5462,1285
5463,1285
5464,3962
5465,3962
5466,2195
5467,2195
5468,3434
5469,1917
5470,1917
5471,2772
5472,2772
5473,2653
5474,25387
5475,2928
5476,3625
5477,2135
5478,2135
5479,3094
5480,26578
5481,26578
5482,6993
5483,6993
5484,6993
5485,3974
5486,2222
5487,2222
5488,2222
5489,1945
5490,1285
5491,1285
5492,1285
5493,3962
5494,2195
5495,2195
5496,2195
5497,2195
5498,2479
5499,2479
5500,3434
5501,1917
5502,1917
5503,2405
5504,48879
5505,2766
5506,3438
5507,3625
5508,2135
5509,2240
5510,3094
5511,26578
5512,6993
5513,6993
5514,6993
5515,3974
5516,5015
5517,2222
5518,2222
5519,1945
5520,1285
5521,1285
5522,1285
5523,3962
5524,3962
5525,2195
5526,2195
5527,2195
5528,2195
5529,2479
5530,2479
5531,1917
5532,1917
5533,2772
5534,2405
5535,2759
5536,17224
5537,3094
5538,26578
5539,26578
5540,6993
5541,6993
5542,3974
5543,3974
5544,5015
5545,5015
5546,2222
5547,1285
5548,1285
5549,3962
5550,3962
5551,5409
5552,2195
5553,2195
5554,2195
5555,2195
5556,2195
5557,2195
5558,2479
5559,2479
5560,1917
5561,5635
5562,2693
5563,3859
5564,2131
5565,2131
5566,26577
5567,7004
5568,3974
5569,2117
5570,5015
5571,3962
5572,3962
5573,5409
5574,2195
5575,2195
5576,2195
5577,2195
5578,2195
5579,2195
5580,2195
5581,2195
5582,2195
5583,3648
5584,3648
5585,4270
5586,5445
5587,3564
5588,4244
5589,3859
5590,2224
5591,3375
5592,2249
5593,2249
5594,5427
5595,1940
5596,2114
5597,2195
5598,2195
5599,2195
5600,2195
5601,2195
5602,2195
5603,2195
5604,2195
5605,1918
5606,5175
5607,2305
5608,4244
5609,2224
5610,770
5611,2121
5612,5433
5613,2195
5614,2195
5615,2195
5616,2195
5617,2195
5618,2195
5619,2195
5620,2195
5621,2195
5622,2195
5623,2195
5624,1918
5625,1918
5626,4244
5627,24559
5628,1995
5629,768
5630,768
5631,768
5632,768
5633,768
5634,768
5635,768
5636,2195
5637,2195
5638,2244
5639,3930
5640,4088
5641,768
5642,768
5643,768
5644,768
5645,768
5646,768
5647,768
5648,768
5649,768
5650,768
5651,2244
5652,3964
5653,5608
5654,4707
5655,3884
5656,3884
5657,768
5658,768
5659,768
5660,768
5661,768
5662,768
5663,768
5664,768
5665,2439
5666,2439
5667,3964
5668,4518
5669,4276
5670,4707
5671,4707
5672,3884
5673,3884
5674,3884
5675,3884
5676,768
5677,768
5678,768
5679,768
5680,2439
5681,2439
5682,2439
5683,1990
5684,2244
5685,3964
5686,3908
5687,15372
5688,15372
5689,3884
5690,3884
5691,3884
5692,2439
5693,2439
5694,2439
5695,2439
5696,2439
5697,2439
5698,2439
5699,1918
5700,2043
5701,2206
5702,15372
5703,3884
5704,2439
5705,2439
5706,2439
5707,2439
5708,2439
5709,2439
5710,2439
5711,2439
5712,2264
5713,2264
5714,2393
5715,2206
5716,2439
5717,2439
5718,2439
5719,2439
5720,1990
5721,1990
5722,1990
5723,1990
5724,1990
5725,2098
5726,4799
5727,2475
5728,2439
5729,2439
5730,1990
5731,1990
5732,1990
5733,1990
5734,1990
5735,2439
5736,2439
5737,1990
5738,1990
5739,1990
5740,1990
5741,2098
5742,2220
5743,2939
5744,1990
5745,1990
5746,1990
5747,2098
5748,2264
5749,1990
5750,1990
5751,1990
5752,1990
5753,1990
5754,1990
5755,1990
5756,1990
5757,4799
5758,4799
5759,2220
5760,3087
5761,3087
5762,3087
5763,874
5764,3626
5765,1990
5766,1990
5767,1990
5768,1990
5769,4799
5770,4799
5771,29982
5772,2209
5773,2179
5774,1990
5775,4799
5776,4799
5777,29982
5778,2463
5779,1989
5780,1989
5781,1641
5782,3874
5783,29982
5784,6477
5785,2153
5786,1989
5787,1989
5788,4269
5789,4269
5790,1989
5791,1989
5792,5883
5793,1639
5794,4502
5795,4502
5796,2797
5797,6477
5798,3293
5799,1948
5800,1948
5801,1639
5802,4502
5803,6463
5804,2349
5805,3668
5806,1948
5807,1948
5808,1948
5809,1639
5810,5938
5811,2678
5812,2355
5813,2348
5814,2633
5815,2352
5816,1989
5817,2098
5818,2098
5819,2098
5820,3668
5821,3668
5822,1948
5823,5938
5824,2406
5825,6463
5826,6463
5827,3296
5828,2098
5829,3668
5830,3668
5831,3668
5832,3668
5833,1948
5834,2197
5835,2483
5836,612
5837,4651
5838,2019
5839,4763
5840,4763
5841,1688
5842,1920
5843,1920
5844,1920
5845,1920
5846,1639
5847,2483
5848,612
5849,3867
5850,2346
5851,1688
5852,1688
5853,2098
5854,2098
5855,3684
5856,1920
5857,1920
5858,1920
5859,1920
5860,1639
5861,3543
5862,1921
5863,1921
5864,1921
5865,3592
5866,1914
5867,5938
5868,2197
5869,2345
5870,10592
5871,10592
5872,1921
5873,1921
5874,1921
5875,2171
5876,3592
5877,1914
5878,5938
5879,4385
5880,3200
5881,10592
5882,10592
5883,2282
5884,1922
5885,1922
5886,1922
5887,2171
5888,1914
5889,6830
5890,3200
5891,2282
5892,2282
5893,1922
5894,1922
5895,2161
5896,2171
5897,3592
5898,3592
5899,3042
5900,1967
5901,2297
5902,2297
5903,3698
5904,2282
5905,2282
5906,1922
5907,1922
5908,1922
5909,2171
5910,2171
5911,2171
5912,1949
5913,2211
5914,3592
5915,3592
5916,1967
5917,1922
5918,2161
5919,2171
5920,2171
5921,2171
5922,1949
5923,1949
5924,1949
5925,2211
5926,3592
5927,3592
5928,3592
5929,2888
5930,2162
5931,2171
5932,2171
5933,1949
5934,1949
5935,1949
5936,3436
5937,2211
5938,2211
5939,2171
5940,1949
5941,1949
5942,1949
5943,3436
5944,3436
5945,2171
5946,1949
5947,1949
5948,1949
5949,2544
5950,2544
5951,2544
5952,2544
5953,2544
5954,2544
5955,4764
5956,3297
5957,3838
5958,3297
5959,6832
5960,6832
5961,6831
5962,2187
5963,2165
5964,1798
5965,2198
5966,2488
5967,2488
5968,6825
5969,2995
