,Longitude,Latitude,Solar Energy Potential,Wind Power Density,Port Code,Port Long.,Port Lat.,Gen-Port Direct Dist.,Gen-Port Driving Dist.,Solar Array Size,Solar CapEx,Wind Turbine Power,No. of Turbines,Wind CapEx,Yearly Cost Solar,Yearly Cost Wind,Elec Cost Solar,Elec Cost Wind,Cheaper source,Yearly gen. cost,Gen. cost per kg H2,Shipping Dist.,NH3 Cost,LOHC Cost,H2 Liq Cost,H2 Gas Cost,Transport Cost per kg H2,Cheapest Medium,Direct Dist.,Driving Dist.,Yearly Transport Cost,Total Yearly Cost,Total Cost per kg H2
0,-159.0,56.0,1063.974986076355,472.33026,4944,-152.4157358174603,57.783555,447.5045175597334,491.8272,2735447.542734961,1914813279.9144728,1.4838692748841569,326.8984910436538,823784197.4300076,208099569.37359935,107187822.19140486,71.50087768221105,36.82863634268782,Wind,348970841.40718555,6.9794168281437114,9028.136360032931,2.832248993504057,2.2847014457407346,3.837527945059393,4.278568436757719,2.2847014457407346,LOHC,10555.671091894297,,114235072.28703673,463205913.6942223,9.264118273884446
1,-159.0,59.0,1079.3050062656405,369.35553,4944,-152.4157358174603,57.783555,408.0202428992612,,2696594.330887135,1887616031.6209946,1.1603646196107644,418.03638155426205,1053451681.5167403,205143805.63549092,130579962.74049439,70.48530757732253,44.86593591596474,Wind,372362981.9562751,7.447259639125502,9028.136360032931,2.8128573511393697,2.268907735876546,3.8217342351952044,4.163115276452056,2.268907735876546,LOHC,10267.038191130143,,113445386.7938273,485808368.7501024,9.716167375002048
2,-135.0,57.0,917.9750382900238,958.34094,3146,-130.00012658113093,55.90287,331.53387693717167,1852.1911,3170508.6083991174,2219356025.879382,3.0107168567383367,161.11598996100142,406012294.7017236,241196903.1741994,64636831.11427874,82.87278211626338,22.208552229008593,Wind,306419850.33005947,6.1283970066011895,9028.136360032931,2.807243181109887,2.2656996387168413,3.8185261380355,4.434693782174433,2.2656996387168413,LOHC,10945.984455436084,,113284981.93584207,419704832.26590157,8.394096645318031
3,-128.0,55.0,999.0049958229064,1433.1104,3679,-128.6718224560537,53.977895,121.8188056016047,207.8273,2913346.553183769,2039342587.2286382,4.50224910442313,107.74051271155152,271506092.03310984,221633262.44869018,50937077.27206609,76.15091581570381,17.501457319120142,Wind,292720096.4878468,5.854401929756936,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.5401587141904685,2.266620406586278,LOHC,11209.646785476172,,113331020.3293139,406051116.8171607,8.121022336343213
4,-126.0,55.0,1163.9849603176117,77.40454,3679,-128.6718224560537,53.977895,207.160715337916,422.9948,2500416.981676351,1750291887.1734455,0.24317353421849724,1994.7673517374653,5026813726.378412,190219585.2825752,535275663.463726,65.35749853298738,183.9152279593315,Solar,432002604.49835587,8.640052089967117,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.541436478977149,2.266620406586278,LOHC,11212.841197442873,,113331020.3293139,545333624.8276697,10.906672496553394
5,-125.0,49.0,1168.7299644947052,74.20218,149,-125.00189345292245,48.99731080513448,0.3295997986872414,0.0,2490265.373192813,1743185761.234969,0.2331130235683475,2080.8559703806095,5243757045.359136,189447300.19179204,557371819.691338,65.092149296667,191.5072406118956,Solar,431230319.40757275,8.624606388151454,9275.67653719468,2.807871542966732,2.183020133027225,3.738552978130345,4.808489239047194,2.183020133027225,LOHC,11880.473097617987,,109151006.65136126,540381326.058934,10.80762652117868
6,-125.0,54.0,1163.2550132274628,239.63728,3679,-128.6718224560537,53.977895,240.8319630722674,481.9606,2501986.0031541693,1751390202.2079184,0.7528427183742403,644.3239936134172,1623696463.9058113,190338948.81953612,188660653.39669812,65.39851062004574,64.82186552604499,Wind,430443672.61247885,8.608873452249577,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.585980022972682,2.266620406586278,LOHC,11324.200057431704,,113331020.3293139,543774692.9417927,10.875493858835856
7,-124.0,45.0,1292.099986076355,257.66876,3837,-123.9061330086587,46.18408,131.80625344692854,171.9273,2252494.2284319787,1576745959.902385,0.8094902834755917,599.2346502084949,1510071318.5254073,171358825.79731464,177087681.36185235,58.877135017538876,60.845511032021065,Solar,413141845.0130954,8.262836900261908,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.985847607649407,2.266620406586278,LOHC,12323.869019123518,,113331020.3293139,526472865.34240925,10.529457306848187
8,-124.0,52.0,1376.0499930381775,239.30109,2283,-123.90600187203916,49.17560352478176,314.2572302797283,948.8323,2115074.1440491267,1480551900.8343887,0.7517865463400301,645.2291933490844,1625977567.2396927,160904572.90575194,188892988.80980778,55.285160947104515,64.90169359106216,Solar,402687592.1215327,8.053751842430653,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.674578751963685,2.266620406586278,LOHC,11545.696879909214,,113331020.3293139,516018612.45084655,10.32037224901693
9,-124.0,54.0,1240.2700006961825,151.76865,4295,-127.11577535720149,50.599415,433.904714189744,1335.193,2346624.331444243,1642637032.01097,0.4767952758852406,1017.3645826608898,2563758748.3054423,178519787.0645009,284408073.4941373,61.33756786318749,97.71969704670359,Solar,420302806.2802816,8.406056125605632,9275.67653719468,2.8274374340129067,2.2801822922621757,3.835747832546145,4.585574644540572,2.2801822922621757,LOHC,11323.186611351432,,114009114.61310878,534311920.8933904,10.686238417867807
10,-123.0,38.0,1555.630030632019,1252.9034,25477,-122.36638765475,38.074189145000005,56.2298238976564,85.53439999999999,1870912.558824528,1309638791.1771696,3.936112117097674,123.23699438301203,310557225.84519035,142329944.82423022,54914521.507874906,48.90310924729962,18.8680663642442,Wind,296697540.7236556,5.9339508144731115,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.29549929612179,2.26754524538822,LOHC,13097.998240304474,,113377262.26941101,410074802.9930666,8.20149605986133
11,-123.0,39.0,1774.6299958229065,160.85782,25477,-122.36638765475,38.074189145000005,116.67709047085316,150.1059,1640030.7489699777,1148021524.2789843,0.5053497455844693,959.8790364575167,2418895171.872942,124765577.5840194,269653398.25646585,42.86817281091948,92.65014196504211,Solar,366548596.7998001,7.330971935996002,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.251139278627882,2.26754524538822,LOHC,12987.098196569705,,113377262.26941101,479925859.0692111,9.598517181384222
12,-123.0,44.0,1353.0550062656405,105.11874,3772,-124.19684561280556,43.394895000000005,117.59287355246934,177.7877,2151019.5429723957,1505713680.080677,0.33024026133861556,1468.8536912472186,3701511301.942991,163639124.3530137,400290684.17630166,56.22472477770214,137.53577353749853,Solar,405422143.56879437,8.108442871375887,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.029213824736868,2.26754524538822,LOHC,12432.28456184217,,113377262.26941101,518799405.8382054,10.375988116764107
13,-123.0,45.0,1322.7600264549255,112.130135,3674,-122.768689375,45.58885,67.91199946917735,82.4316,2200284.02959394,1540198820.7157578,0.3522672083620318,1377.0076105612166,3470059178.614266,167386927.33266968,376716774.1784628,57.512431442507015,129.43601984593337,Solar,409169946.54845035,8.183398930969007,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.984803683458241,2.266620406586278,LOHC,12321.259208645604,,113331020.3293139,522500966.8777642,10.450019337555286
14,-123.0,46.0,1204.1350090503693,161.96089,4038,-122.95979285813186,46.116775,13.347513630298392,29.5285,2417044.3839925635,1691931068.7947943,0.5088151421928646,953.3415707227632,2402420758.221363,183877002.79670972,267975442.83698624,63.17825224297206,92.0736136927081,Solar,425660022.0124904,8.513200440249808,9275.67653719468,2.807871542966732,2.2243600330272253,3.8221859468702473,4.9403852353029265,2.2243600330272253,LOHC,12210.213088257318,,111218001.65136127,536878023.6638516,10.737560473277032
15,-123.0,50.0,1134.4200146198273,100.82697,1934,-123.2597273115,49.1586226685,95.44510763341904,143.7982,2565582.1685845293,1795907518.0091705,0.31675726823571854,1531.3764686993632,3859068701.122395,195177036.3474871,416338253.2991549,67.06082787323915,143.04955369765835,Solar,436960055.5632678,8.739201111265357,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.762629187149931,2.266620406586278,LOHC,11765.822967874827,,113331020.3293139,550291075.8925817,11.005821517851636
16,-123.0,53.0,1251.584963798523,143.02011,1934,-123.2597273115,49.1586226685,427.7387227673824,718.795,2325409.6568569406,1627786759.7998583,0.4493109268916041,1079.596773266757,2720583868.632228,176905877.6120079,300381058.39837676,60.78304512822835,103.20785083431407,Solar,418688896.8277886,8.373777936555772,9275.67653719468,2.824971037443962,2.277715895693231,3.8332814359772,4.629227447139464,2.277715895693231,LOHC,11432.318617848661,,113885794.78466155,532574691.6124501,10.651493832249002
17,-122.0,37.0,1729.369969367981,47.989758,17916,-122.3300105515,37.7191834425,85.00376909053449,116.2179,1682952.6433014723,1178066850.3110306,0.15076427118035202,3217.4375471586386,8107942618.839769,128030866.9334005,849095446.8297428,43.990092741219655,291.7404868594501,Solar,369813886.1491812,7.396277722983624,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.337954091947481,2.26754524538822,LOHC,13204.135229868702,,113377262.26941101,483191148.4185922,9.663822968371843
18,-122.0,38.0,1802.3700737953184,103.83032,6756,-122.0517320178623,38.02614,5.390433671432809,10.3994,1614789.2175469773,1130352452.2828841,0.3261925705318774,1487.0805489981794,3747442983.4754124,122845324.41250189,404968927.3953403,42.20839351609039,139.14316992557846,Solar,364628343.6282826,7.2925668725656525,9531.143741800794,2.8085026829599493,2.1985041318291674,3.8046253678454667,5.2936446449971255,2.1985041318291674,LOHC,13093.361612492816,,109925206.59145837,474553550.219741,9.49107100439482
19,-122.0,39.0,1744.7000765800476,185.19633,6367,-121.55685725036533,38.561485000000005,62.0680787269046,88.3448,1668165.090528955,1167715563.3702686,0.581811429799791,833.7316904079939,2101003859.8281448,126905901.70706189,237275465.95901382,43.603566227554595,81.5254165089945,Solar,368688920.9228426,7.373778418456852,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.24932612279947,2.26754524538822,LOHC,12982.565306998677,,113377262.26941101,482066183.19225365,9.641323663845071
20,-122.0,40.0,1724.989938735962,262.91464,6367,-121.55685725036533,38.561485000000005,164.2177668177324,179.1987,1687225.9343882015,1181058154.071741,0.8259707015452055,587.2782484393285,1479941186.067108,128355958.17388807,174018860.81884044,44.10179075718206,59.79109576852466,Solar,370138977.38966876,7.402779547793375,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.204998550992789,2.26754524538822,LOHC,12871.746377481973,,113377262.26941101,483516239.6590798,9.670324793181596
21,-122.0,42.0,1651.990008354187,80.47385,3772,-124.19684561280556,43.394895000000005,237.5009999508732,407.2945,1761782.9081748473,1233248035.722393,0.25281605596608697,1918.685998846292,4835088717.092656,134027890.79054762,515748047.7813327,46.05060863059842,177.2057394940989,Solar,375810910.00632834,7.516218200126567,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.116316384387958,2.26754524538822,LOHC,12650.040960969896,,113377262.26941101,489188172.2757394,9.783763445514786
22,-122.0,56.0,1263.2649874687197,187.58942,1934,-123.2597273115,49.1586226685,766.0342703426022,1154.6808,2303909.148171572,1612736403.7201004,0.5893295437631703,823.095722926467,2074201221.7746968,175270223.28896245,234545558.0709827,60.221051078771715,80.58744815772226,Solar,417053242.50474316,8.341064850094863,9275.67653719468,2.96028925647405,2.413034114723319,3.968599655007288,4.494569500438749,2.413034114723319,LOHC,11095.673751096874,,120651705.73616596,537704948.2409091,10.754098964818182
23,-121.0,36.0,1850.1849150657647,43.310562,4731,-121.33982489431968,37.95234,218.7673144923872,318.1805,1573057.7724932851,1101140440.7452996,0.13606414340204526,3565.043770807146,8983910302.434008,119670598.66494519,938314690.2615147,41.11759031051963,322.3953038334435,Solar,361453617.88072586,7.229072357614517,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.37965999325838,2.26754524538822,LOHC,13308.39998314595,,113377262.26941101,474830880.1501369,9.496617603002736
24,-121.0,37.0,1846.1700320243835,168.25212,4731,-121.33982489431968,37.95234,109.88775187619235,125.1116,1576478.715778217,1103535101.044752,0.5285796241429083,917.6945245519444,2312590201.8708997,119930847.4225339,258826002.25287908,41.20700911440908,88.92995974842512,Solar,361713866.6383146,7.234277332766292,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.335417113752659,2.26754524538822,LOHC,13197.792784381649,,113377262.26941101,475091128.90772563,9.501822578154513
25,-121.0,38.0,1774.265022277832,112.58099,4731,-121.33982489431968,37.95234,30.32231572321424,40.3395,1640368.1099780386,1148257676.984627,0.353683611117866,1371.4930848294784,3456162573.7702856,124791242.37173845,375301374.27996093,42.87699096875116,128.94970295773015,Solar,366574261.58751917,7.331485231750383,9531.143741800794,2.8085026829599493,2.2404202718291675,3.825861936585369,5.291164087466332,2.2404202718291675,LOHC,13087.160218665831,,112021013.59145838,478595275.17897755,9.57190550357955
26,-121.0,39.0,1741.414966583252,83.97129,6367,-121.55685725036533,38.561485000000005,68.63688040584367,77.12,1671312.0175511537,1169918412.2858076,0.26380358777645807,1838.771909640267,4633705212.293473,127145304.63763863,495236692.99698836,43.685822619086096,170.1582483630678,Solar,368928323.8534193,7.378566477068386,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.246900997574233,2.26754524538822,LOHC,12976.502493935584,,113377262.26941101,482305586.12283033,9.646111722456606
27,-121.0,41.0,1705.279974937439,123.22334,6367,-121.55685725036533,38.561485000000005,274.91789783240614,440.0488,1706727.2260092096,1194709058.2064466,0.3871175396947973,1253.04223427361,3157666430.369497,129839521.76820333,344898882.74939865,44.61152799215191,118.50371868825492,Solar,371622540.98398405,7.432450819679681,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.158344964237887,2.26754524538822,LOHC,12755.112410594718,,113377262.26941101,484999803.2533951,9.6999960650679
28,-121.0,43.0,1666.9549679756165,191.82724,3674,-122.768689375,45.58885,320.4123225349457,422.9964000000001,1745966.6380361407,1222176646.6252985,0.6026430479424061,804.9120097242534,2028378264.5051186,132824665.74106613,229878388.65826732,45.63719284436631,78.98385661591749,Solar,374607684.95684683,7.492153699136937,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,5.069749707638038,2.266620406586278,LOHC,12533.624269095095,,113331020.3293139,487938705.2861607,9.758774105723216
29,-121.0,44.0,1622.790036201477,200.39606,6634,-122.7035916567065,45.64459,227.0461322502766,319.0645,1793483.874233428,1255438711.9633996,0.6295627899043394,770.4944362092581,1941645979.2473304,136439546.39075774,221044513.82848203,46.87922875990138,75.94862782824767,Solar,378222565.6065384,7.564451312130768,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,5.025437599310133,2.266620406586278,LOHC,12422.843998275333,,113331020.3293139,491553585.9358523,9.831071718717046
30,-121.0,45.0,1546.140022277832,220.43417,6634,-122.7035916567065,45.64459,151.56171866497587,233.7128,1882395.979185797,1317677185.430058,0.6925143690721636,700.4542411380988,1765144687.668009,143203547.6971725,203067467.42098922,49.20327023441311,69.77189906259629,Solar,384986566.9129532,7.699731338259064,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.981115966864853,2.266620406586278,LOHC,12312.039917162134,,113331020.3293139,498317587.24226713,9.966351744845342
31,-121.0,46.0,1496.134991645813,132.13129,6634,-122.7035916567065,45.64459,138.15239227334118,192.684,1945310.9361424746,1361717655.2997322,0.41510268997334254,1168.5653660707972,2944784722.498409,147989812.19148368,323216410.58468366,50.847781624766185,111.05384363678874,Solar,389772831.40726435,7.795456628145287,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.936784912638117,2.266620406586278,LOHC,12201.212281595295,,113331020.3293139,503103851.7365782,10.062077034731566
32,-121.0,47.0,1453.4300410747528,299.08087,3275,-122.42362220998923,47.27585,112.26399011148575,165.6768,2002468.4222447139,1401727895.5712998,0.9395902640212439,516.2618701365175,1300979912.744024,152338076.25377354,155791259.83708078,52.34180055898886,53.5282790209457,Solar,394121095.46955425,7.882421909391085,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.892444543815524,2.266620406586278,LOHC,12090.361359538812,,113331020.3293139,507452115.7988682,10.149042315977363
33,-121.0,50.0,1335.5349707603457,87.76631,2586,-122.71542696864113,48.8319,179.90961052059174,241.1656,2179237.4029240552,1525466182.0468388,0.27572599472868436,1759.263312633933,4433343547.837511,165785802.14991775,474829414.90866566,56.962301251510205,163.1465169173364,Solar,407568821.36569846,8.15137642731397,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.759368702194784,2.266620406586278,LOHC,11757.671755486961,,113331020.3293139,520899841.69501233,10.417996833900247
34,-121.0,52.0,1255.964994430542,116.29771,2586,-122.71542696864113,48.8319,372.8770218000093,513.7024,2317300.06337767,1622110044.364369,0.3653600313653162,1327.6619915237943,3345708218.6399617,176288939.10945344,364051354.23580074,60.57107138632503,125.08431145537769,Solar,418071958.3252342,8.361439166504683,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.670607117109441,2.266620406586278,LOHC,11535.767792773604,,113331020.3293139,531402978.65454805,10.628059573090962
35,-121.0,55.0,1218.7349951267242,554.7777,1934,-123.2597273115,49.1586226685,668.0754811125216,1209.0413999999998,2388089.102907397,1671662372.0351777,1.742885546695442,278.31697140720814,701358767.9461645,181674225.5799,94718521.7823526,62.421400583863075,32.54431261239807,Wind,336501540.9981333,6.730030819962666,9275.67653719468,2.921105740782018,2.373850599031287,3.929416139315256,4.537401001665461,2.373850599031287,LOHC,11202.752504163653,,118692529.95156434,455194070.9496976,9.103881418993954
36,-121.0,56.0,1325.679988861084,338.51837,1934,-123.2597273115,49.1586226685,776.4415009680994,1179.1603,2195437.6513553993,1536806355.9487796,1.0634868242971915,456.11719466880527,1149415330.5653894,167018238.40381768,140354072.3628289,57.38575370797838,48.2242197349207,Wind,382137091.5786096,7.642741831572192,9275.67653719468,2.964452148724249,2.417197006973518,3.9727625472574872,4.492982587246818,2.417197006973518,LOHC,11091.706468117045,,120859850.3486759,502996941.9272855,10.05993883854571
37,-120.0,36.0,1842.154974937439,148.10313,4946,-119.21611784275686,34.16472,215.792275921616,303.4066,1579914.7198746789,1105940303.9122753,0.4652797051816541,1042.5441330528035,2627211215.293065,120192241.93354863,290870847.4121047,41.296821587424404,99.9402398800565,Solar,361975261.1493293,7.239505222986586,9801.840813139395,2.809153250278197,2.2684985519535728,3.82965107813332,5.376412906888026,2.2684985519535728,LOHC,13300.282267220065,,113424927.59767863,475400188.74700797,9.508003774940159
38,-120.0,37.0,1784.1200041770935,137.57361,4731,-121.33982489431968,37.95234,158.7950643589376,177.3035,1631307.1734972463,1141915021.4480724,0.4322002425038273,1122.3377017456812,2828291008.3991165,124101930.3120785,311351268.4896582,42.64015041491928,106.97710250670306,Solar,365884949.5278592,7.317698990557184,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.332241831356741,2.26754524538822,LOHC,13189.854578391853,,113377262.26941101,479262211.79727024,9.585244235945403
39,-120.0,38.0,1825.729947090149,41.7581,4731,-121.33982489431968,37.95234,117.83596755121074,159.5648,1594128.291444584,1115889804.0112088,0.13118694018786797,3697.583205851239,9317909678.745123,121273541.45647816,972333264.4843564,41.668345013251475,334.08373702795836,Solar,363056560.67225885,7.261131213445177,9531.143741800794,2.8085026829599493,2.26754524538822,3.825861936585369,5.288059306029224,2.26754524538822,LOHC,13079.398265073061,,113377262.26941101,476433822.9416699,9.528676458833397
40,-120.0,42.0,1685.2050375938416,101.578255,6367,-121.55685725036533,38.561485000000005,404.0963514404131,604.4178,1727058.5455581157,1208940981.890681,0.3191174996724707,1520.050224019468,3830526564.5290594,131386229.85776672,413431173.64259154,45.14296102805318,142.05071094386477,Solar,373169249.0735474,7.4633849814709485,9531.143741800794,2.8113701289682385,2.269183785964385,3.8275004771615344,5.111217852824493,2.269183785964385,LOHC,12637.294632061234,,113459189.29821925,486628438.3717667,9.732568767435334
41,-120.0,45.0,1507.0850682258606,173.92328,6634,-122.7035916567065,45.64459,223.73580040333533,312.1333,1931176.8277421836,1351823779.4195285,0.5463960987362406,887.7710290897036,2237182993.306053,146914557.8407314,251145611.49936146,50.47833525809746,86.29105625875496,Solar,388697577.0565121,7.773951541130242,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.978474142228676,2.266620406586278,LOHC,12305.435355571692,,113331020.3293139,502028597.385826,10.04057194771652
42,-120.0,46.0,1565.849986076355,268.9929,6634,-122.7035916567065,45.64459,213.7687837612855,287.1123,1858701.5276520294,1301091069.3564205,0.8450661185078139,574.0078986034823,1446499904.4807754,141400988.85307536,170612792.4233955,48.58392950336435,58.62080560188461,Solar,383184008.06885606,7.663680161377121,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.934205607418516,2.266620406586278,LOHC,12194.76401854629,,113331020.3293139,496515028.39817,9.9303005679634
43,-120.0,47.0,1464.0150570869446,143.19762,2844,-122.35639389094376,47.580055,189.5433333487976,241.2228,1987990.3195703162,1391593223.6992214,0.4498685910035428,1078.2584882923102,2717211390.4966216,151236652.4886237,300037564.05105746,51.96336264993738,103.0898296995941,Solar,393019671.7044044,7.860393434088088,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.889927019458991,2.266620406586278,LOHC,12084.067548647477,,113331020.3293139,506350692.03371835,10.127013840674365
44,-120.0,49.0,1342.4699902534485,230.32945,4933,-122.2207911642127,47.998295,198.3395577483086,318.1033,2167979.7554689166,1517585828.8282416,0.7236013080253776,670.3617330230966,1689311567.2182033,164929374.98362237,195343696.60122442,56.66804166103948,67.11809062708737,Solar,406712394.19940305,8.134247883988062,9275.67653719468,2.807871542966732,2.266620406586278,3.8221859468702473,4.801340335239448,2.266620406586278,LOHC,11862.600838098622,,113331020.3293139,520043414.5287169,10.40086829057434
