,trip_count,prev_port,next_port,distance,frequency
7682,1984063,4410,3658,460.63814769485793,1.0
7062,1948666,3658,7083,372.7538137212947,1.0
2712,1287366,7083,7084,26.578905957417856,1.0
7248,1950728,7084,2814,9.200891935648707,1.0
9021,2408140,2814,4035,345.51172611022815,1.0
1139,180264,4035,5925,0.19387225250579412,0.1
2549,1285548,4035,5925,22.968207075585767,0.9
1120,180248,5925,2814,904.6046218747017,0.12
2778,1287541,5925,2814,741.581619464836,0.88
4250,1527792,2814,3658,538.1886870194387,0.1
2903,1287638,2814,3658,392.5435858636255,0.9
7133,1950240,3658,2814,362.89314686199947,1.0
920,171238,2814,7084,8.815318114155033,0.02
2047,911867,2814,7084,8.76609791105515,0.02
3013,1288503,2814,7084,8.740930280918779,0.02
4330,1576244,2814,7084,10.241540919895703,0.02
4900,1605507,2814,7084,8.787272436326777,0.02
6842,1948207,2814,7084,10.684454724702523,0.02
7525,1960170,2814,7084,9.632382204804255,0.02
8021,2040891,2814,7084,8.748935451332352,0.02
9610,2779360,2814,7084,8.758971263559879,0.02
10112,2872427,2814,7084,8.820377956023306,0.02
6154,1881468,2814,7084,10.646163597749858,0.3
4728,1576825,2814,7084,23.92806788277592,0.5
2050,911939,7084,3892,251.67427515252783,1.0
6732,1907650,3925,6061,180.4751613345542,0.20930232558139536
4093,1527549,3925,6061,266.85717355270856,0.7906976744186046
4198,1527720,6061,3925,132.50422438321857,0.46875
4118,1527631,6061,3925,134.60531271873072,0.53125
6139,1881463,3892,4591,146.39521362622372,0.42
4019,1518927,3892,4591,51.674067823646105,0.58
6308,1907226,4591,7069,152.1273833701655,1.0
4068,1519352,7069,4591,159.03220414125636,1.0
4856,1604974,4591,7052,10.654446087546368,1.0
1986,737878,7052,3925,45.1440105989341,0.02
3961,1499718,7052,3925,43.33528792082402,0.02
2996,1288441,7052,3925,45.460080299719195,0.4
10262,2872823,7052,3925,45.6293971902162,0.56
8273,2041468,7069,2814,84.46031099147233,0.3333333333333333
8039,2040898,7069,2814,83.61796350114413,0.6666666666666666
1058,180230,3658,3658,16.634588585516855,1.0
9998,2872419,3658,7074,357.6987425196255,1.0
10223,2872551,7074,3658,361.55399489436496,1.0
3755,1423406,7074,7084,63.174467856992166,0.4583333333333333
4528,1576397,7074,7084,63.715094635607194,0.5416666666666666
6958,1948594,7084,3658,499.4546859567081,0.44
7240,1950689,7084,3658,377.35690028376695,0.56
6380,1907240,3658,7069,518.3189293862393,0.42857142857142855
1026,180132,3658,7069,358.77130736572593,0.5714285714285714
6250,1907140,7069,3658,462.02251913833004,0.2692307692307692
6478,1907248,7069,3658,378.43997878594257,0.7307692307692307
3820,1423419,3658,7081,317.876970755487,1.0
4488,1576352,7081,4591,210.04218678189477,1.0
4455,1576349,4591,7051,14.248220713084354,0.16
9933,2872394,4591,7051,14.155454438284707,0.84
3538,1423287,7051,7052,3.7760188827535366,1.0
2,37,7052,4591,10.723691473501828,0.04
8447,2091841,7052,4591,12.916882923106543,0.08
2494,1219712,7052,4591,10.756266394668033,0.32
3992,1501047,7052,4591,10.679592735898705,0.56
3996,1501286,4591,4727,7.611690947194762,1.0
4445,1576347,4727,7074,209.71004757611092,0.13513513513513514
10160,2872520,4727,7074,181.8526426031701,0.8648648648648649
1036,180145,7074,7082,36.81515588822259,0.42857142857142855
928,180089,7074,7082,36.79697520954968,0.5714285714285714
4852,1604858,7082,7084,28.991147548437084,0.16
7317,1957657,7082,7084,28.42981972768849,0.84
7772,1984593,4035,7085,588.8644423339781,1.0
7244,1950695,7085,2814,8.61847399836513,1.0
37,3030,2814,4591,281.6574089945195,0.02
1939,736312,4035,2814,6.485343831630943,0.02
9598,2778632,2814,4591,371.72472934378993,0.06
2828,1287600,2814,4591,242.99598362281915,0.42
3059,1288622,2814,4591,237.57993897932982,0.48
7984,2003087,4591,3925,55.45779031996523,1.0
6821,1907727,4591,3892,50.98095366658531,1.0
6157,1881879,3925,3925,10.523324518091474,1.0
4377,1576255,4035,2814,343.0874198642779,0.22
7942,2002854,4035,2814,922.9676372323817,0.78
1298,180391,7074,2814,115.93376893276852,0.3157894736842105
6796,1907705,7074,2814,72.52182357094448,0.6842105263157895
1615,181039,5925,7085,294.46908352012247,0.022727272727272728
1948,737588,5925,7085,294.95532164075144,0.022727272727272728
4154,1527654,5925,7085,736.6998945143766,0.9545454545454546
1750,505830,3925,2810,10.494984818310181,1.0
4532,1576419,2810,3925,9.19680380571965,1.0
6182,1905007,3892,4727,147.13141607082304,0.26
2538,1285474,3892,4727,55.79519671390078,0.74
3405,1335969,7082,2814,37.56450472440979,1.0
6894,1948523,2814,4727,236.6261928222668,0.3
9773,2840843,2814,4727,234.30226814908013,0.7
6779,1907678,4727,3925,58.518597659162936,1.0
10305,2872900,3925,4425,177.980741465569,1.0
10440,2983017,4425,4409,102.44509771825054,1.0
1051,180154,4409,2810,59.712770054864976,1.0
4029,1518962,3925,7052,45.73062129625705,0.34
3450,1373213,3925,7052,45.73604822442887,0.66
2089,912989,7052,4727,14.279547001807089,0.12
3411,1336004,7052,4727,14.757366194876075,0.16
3314,1333362,7052,4727,15.090182539895793,0.72
7522,1960011,4727,7083,206.83841203434795,0.42
4823,1604550,4727,7083,203.8394047702023,0.58
2078,912833,2814,7080,39.24475959063354,0.06
3007,1288476,2814,7080,86.35396120004495,0.46
4270,1527858,2814,7080,39.93149504757158,0.48
3688,1423390,7080,3658,356.9743674339054,1.0
10359,2872910,7081,7082,22.90728266072385,1.0
2986,1288387,2814,7083,34.68696883095197,0.2
7072,1948738,2814,7083,33.84994316568123,0.8
1397,180865,2814,7083,334.6619117610906,0.02
2964,1287667,7083,3658,361.11749636030044,0.34
9721,2840306,7083,3658,366.7429270432617,0.64
4592,1576452,3658,7079,415.36598473878536,0.4375
3741,1423391,3658,7079,283.40413876503015,0.5625
6577,1907305,7079,4591,271.4551085835116,1.0
10122,2872473,3925,4591,120.42206662433557,0.24
7309,1957312,3925,4591,55.45338136701312,0.76
6613,1907312,4591,7081,212.30498346994375,1.0
1374,180751,7081,7084,50.5761277080296,1.0
3277,1300791,3658,4591,693.2041537190014,1.0
4866,1605193,3925,3541,41.92372832040822,1.0
8341,2041648,3541,2810,58.53508542223475,0.2
4830,1604597,3541,2810,33.11243684694341,0.8
8333,2041604,4591,2868,390.77822562111254,1.0
4668,1576710,2868,7074,232.36414055919232,1.0
7726,1984078,3658,4410,255.15440548552863,1.0
4513,1576356,7069,4727,152.1542040899765,0.4090909090909091
8149,2041229,7069,4727,260.07668557446647,0.5909090909090909
7489,1959894,4727,3892,55.27055864702565,0.26
9032,2408313,4727,3892,54.08340986462948,0.74
4897,1605275,4591,7074,177.3700868019307,1.0
33,247,7084,7083,24.59124043582854,0.16
2510,1258060,7084,7083,26.02317264050992,0.84
3624,1423327,3658,2868,294.61655937750197,0.1875
6525,1907285,3658,2868,343.9608497329514,0.8125
1193,180280,2868,7081,195.42927897868753,0.125
10352,2872909,2868,7081,223.91726384481504,0.875
18,39,7080,2814,38.6643891552442,0.12
3070,1288653,7080,2814,39.010232578187846,0.88
9873,2855698,3892,7051,37.00044788334278,1.0
3320,1334276,7051,4727,17.983053726461545,1.0
3562,1423289,4727,7069,294.8711260837987,1.0
1274,180304,7079,3925,558.9320643014531,0.2
1462,180869,7079,3925,734.5099557652973,0.8
1969,737619,3925,4727,58.533920012684334,0.02
7848,1998104,3925,4727,58.56544379965656,0.14
4680,1576770,3925,4727,59.31690334823752,0.3
7639,1979448,3925,4727,59.27530674224277,0.54
3515,1373625,3541,3925,42.181471665559485,1.0
6689,1907409,7069,7051,169.59943872907166,1.0
1799,558655,7051,3925,40.82487340338703,0.02
10232,2872567,7051,3925,41.338183560158406,0.02
1824,640033,7051,3925,40.97414306269282,0.3
3468,1373310,7051,3925,40.79127194978828,0.66
65,3056,3925,4409,134.5527083890595,0.391304347826087
6411,1907243,3925,4409,84.3509728005374,0.6086956521739131
3480,1373353,4409,3925,117.79125399531578,0.16279069767441862
6810,1907717,4409,3925,69.4394072465191,0.16279069767441862
6835,1907731,4409,3925,146.39253822230472,0.16279069767441862
10278,2872871,4409,3925,72.46140053825629,0.18604651162790697
3501,1373388,4409,3925,77.33000449749761,0.32558139534883723
185,3767,4591,2814,240.1229995009502,0.22
7005,1948602,4591,2814,235.75079730331342,0.78
8131,2041202,7052,3892,40.758450339797015,0.4
10413,2946301,7052,3892,40.6419366687398,0.6
6766,1907656,7069,3925,211.11108046172706,1.0
7296,1957031,2810,3541,35.42212821224547,1.0
2972,1287740,3541,3892,96.14486012335543,0.4666666666666667
8434,2041856,3541,3892,45.162379968657696,0.5333333333333333
1989,737952,3892,7052,39.031028609085844,0.02
1992,737954,3892,7052,39.031028609085844,0.02
4837,1604842,3892,7052,92.5282288761832,0.2
3081,1300697,3892,7052,41.14664301082556,0.24
3460,1373231,3892,7052,41.395614028279404,0.52
4626,1576702,7074,4591,174.76311701448807,0.44
6642,1907335,7074,4591,175.73242446886175,0.56
2521,1284296,2814,7082,82.17519775745734,1.0
8373,2041730,7080,7051,454.9508432226581,1.0
1827,640159,2814,7051,243.28530894922096,0.1
8388,2041731,7051,3892,36.82064698143546,0.9
4720,1576814,3925,7074,368.27983847916835,1.0
7990,2003215,4727,7052,14.565592342276853,1.0
7286,1950738,4591,7084,231.35442303999875,0.44
7167,1950562,4591,7084,349.50720987828356,0.56
7792,1984708,2814,7085,12.84993319343509,1.0
10679,3024610,7085,4035,839.1017299182267,0.12
2659,1287168,7085,4035,569.7562788779337,0.88
3949,1497946,2814,3892,497.28752990071405,1.0
21,232,7051,4727,17.453861459004862,0.02
868,167813,4591,4727,3.449892177096072,0.02
2081,912881,4727,7084,219.11738394621895,0.02
2092,912990,7052,4727,13.887581401570554,0.02
2095,912994,4727,7084,219.11549322896323,0.02
4323,1527908,4727,7084,465.76793024944436,0.44
10393,2872981,4727,7084,463.4470052476602,0.46
8425,2041833,2868,7069,451.89158879704047,1.0
9433,2761130,7080,4591,448.33157779239923,0.4
8122,2041051,7080,4591,198.48943086099248,0.6
1354,180685,7051,7074,186.41405327820516,1.0
4777,1577000,3925,7049,106.52779035440425,0.4444444444444444
10247,2872750,3925,7049,122.79915166211919,0.5555555555555556
6663,1907371,7049,3925,103.22347203856253,1.0
3508,1373520,7074,7074,5.719167408809648,1.0
3432,1373082,7074,4727,439.6589410050541,0.4090909090909091
6281,1907151,7074,4727,172.073094390198,0.5909090909090909
8199,2041241,3892,7069,207.8057961734822,1.0
8462,2092034,4035,4035,4.5035341464622825,1.0
3582,1423320,7081,2814,56.89056488929459,1.0
7836,1997556,7084,3925,286.3155927115679,0.41379310344827586
9555,2778575,7084,3925,510.71597291657974,0.5862068965517241
2736,1287452,2810,6061,128.048545686346,1.0
4290,1527874,6061,2810,128.11939907912915,1.0
7424,1959307,4591,3658,1108.288403119108,0.4
3167,1300790,4591,3658,527.0533973170443,0.6
4413,1576257,7084,4591,406.78212065333014,1.0
1810,574006,3925,7051,40.823792554637826,0.32
9729,2840333,3925,7051,40.82249029840109,0.68
4788,1577027,7074,7083,40.44602493857955,1.0
120,3618,7080,7083,6.387069284977147,0.1
6852,1948474,7083,2814,34.14858494868376,0.9
9111,2491625,4727,7082,197.34511116442596,0.5
9479,2774935,4727,7082,204.37553417497327,0.5
1393,180797,3541,4409,71.7540417626891,1.0
1854,734253,1992,2810,142.19273174999432,0.3
6194,1905439,2810,3892,12.29945711266042,0.7
1903,734382,4591,7083,345.41417047097445,0.12
9811,2840951,4591,7083,203.18698193298007,0.88
2704,1287290,7084,4727,228.72786826067312,1.0
7616,1978828,4727,7077,322.1362589452699,1.0
7473,1959832,7077,4727,379.51483428477263,1.0
10060,2872420,7074,3446,363.85503097743066,1.0
9928,2872391,3446,7079,284.98763197961455,0.5
10109,2872421,3446,7079,273.85280563069716,0.5
2597,1285967,3658,7082,784.686981619938,0.4583333333333333
7580,1978816,3658,7082,354.1613606146864,0.5416666666666666
3958,1498853,7082,7083,5.1055681766586485,1.0
8229,2041268,2814,4406,350.92065675744215,1.0
8084,2041010,4406,2814,276.53950122928273,0.36
8065,2041001,4406,2814,137.2011153992714,0.64
1589,180967,3892,3658,1289.8999006812894,1.0
4756,1576987,2868,7079,131.8001212213581,1.0
8257,2041439,3925,6295,162.3912626614505,1.0
1630,181090,6295,3925,145.77613872871163,1.0
8927,2408077,7083,4591,206.15451577712707,1.0
8953,2408106,3925,1992,371.0769935754521,0.3
117,3159,3925,1992,174.4298008491075,0.7
1935,735069,1992,3925,162.49286750943872,1.0
917,169451,7083,4727,205.49284411960903,0.16
7882,2002659,7083,4727,203.582893139504,0.84
9861,2855658,4591,6058,89.59859612530121,1.0
3391,1335727,6058,6058,436.6965612130113,0.125
10444,2983217,6058,6058,3.399616582385795,0.875
813,109381,6058,4727,56.025017228817944,0.2777777777777778
3331,1335426,6058,4727,57.131365656253095,0.7222222222222222
7916,2002738,3925,3615,208.99055275047508,1.0
8845,2165380,3615,5966,29.71193233326006,0.34
3984,1499961,3615,5966,23.535358815159565,0.66
9837,2844462,5966,17301,415.47827351825174,0.34
9509,2775019,5966,17301,355.3545235714857,0.66
6161,1882056,17301,7061,12.616978804186132,1.0
2064,912656,7061,7064,21.963080836843297,0.02
7447,1959668,7061,7064,21.950082772508072,0.38
4036,1518982,7061,7064,22.515393045914145,0.6
1945,737066,7064,7065,3.2440282290063984,0.3
9607,2779251,7064,7065,3.400203668048891,0.7
8822,2164927,7065,17309,28.55937175374639,1.0
4000,1501446,17309,17311,9.20839678275505,1.0
2488,1219408,4381,17309,22.751816829398987,0.02
7323,1958028,4381,17309,18.527361009472305,0.02
8873,2362042,4381,17309,19.500727988105748,0.02
820,109394,4381,17309,6.161843454988706,0.04
3988,1500120,4381,17309,6.205425912065451,0.9
2191,1026534,17311,7068,7.921635718792116,0.04
2449,1141184,17311,7068,6.799857860110917,0.38
8891,2396771,17311,7068,6.841852394769878,0.58
10405,2946056,7068,7072,19.792266235380517,0.1
1836,652862,7068,7072,17.30183787704768,0.4
7626,1978973,7068,7072,17.33504116035949,0.5
6133,1881450,7072,7073,1.8045487838842138,1.0
1783,557182,7073,7075,6.718186228746162,0.26
9397,2728039,7073,7075,6.537310426151786,0.74
7994,2004651,2142,2250,53.23571604122631,1.0
8868,2300311,3910,3910,22.334968445197415,1.0
3824,1443830,15191,4734,13.973635884469704,1.0
1738,434841,4734,3269,31.002751137094158,1.0
2035,865169,1933,2652,3131.9366095092037,1.0
405,15097,3941,5541,652.2447417483645,1.0
648,15149,5541,3941,655.6807906440863,1.0
408,15104,5541,3941,617.7268648323242,0.06
673,15202,3941,3941,7.318358015567367,0.94
2438,1100267,3941,3552,642.251710510704,1.0
700,90543,26345,29637,23.932906907200348,1.0
3524,1375780,29637,26345,30.777554591482357,1.0
791,94941,26345,29643,4.1470882454168905,1.0
9115,2510244,29648,29645,6.0805603172179925,1.0
6045,1822815,29645,14292,6.476199795898433,1.0
8895,2406779,14292,4231,4.911573157678971,1.0
1634,200046,4231,14292,4.734535714108871,1.0
9383,2662491,14292,29645,6.649685238772174,0.3333333333333333
8677,2097877,14292,29645,6.060261768287882,0.6666666666666666
9657,2806028,26974,29637,214.8784859716398,1.0
8887,2379433,29637,29637,23.01700990961037,1.0
2044,900270,29637,6743,30.960697557065913,1.0
4007,1513089,6743,29637,32.56116962598136,1.0
1754,509298,26974,26975,3.6613116015693286,1.0
5112,1716104,26975,26974,4.194627027113249,1.0
5117,1733670,26974,2667,17.174790926541757,1.0
1731,298916,2667,26974,19.73648023290741,1.0
3304,1315703,14292,26974,120.48871937431127,1.0
23559,778642,26974,26974,20.999229901247137,1.0
8443,2055641,3228,26618,6.160445347051207,1.0
2105,919733,26618,3228,13.934269544124088,0.02
799,101096,26618,3228,6.838962771485537,0.12
1701,234847,26618,3228,7.272057382606243,0.2
9391,2726279,26618,3228,11.424641335772659,0.22
4936,1620358,26618,3228,8.335193410286482,0.44
2224,1036320,2774,2254,142.84492761538198,0.40540540540540543
1693,228236,2774,2254,122.25579388899372,0.5945945945945946
5335,1764920,2259,2005,10212.617855022161,0.5
10624,3000667,2259,2005,7216.161561290071,0.5
2009,805645,2005,2005,81.09490654323926,1.0
1743,465104,2005,27284,56.34147688303872,1.0
2001,799578,2005,27284,61.43273075532774,0.24
1719,295143,27284,27287,9.803954239612903,0.76
2502,1255410,27287,2125,27.415709774105547,0.28
6106,1851523,27287,2125,24.358838924822102,0.72
6101,1849095,2125,3375,28.924505532643767,1.0
692,67613,4081,26569,8.379101710350001,1.0
9446,2767479,26569,4081,9.263576063556208,0.16
2228,1080214,4081,26569,1.3318870009731165,0.84
865,148866,4081,2249,17.828635616442917,1.0
9614,2780491,2249,4081,26.22555169958373,1.0
1734,323821,4081,4081,40.400367510496054,1.0
10449,2988372,3375,6991,28.11677330981661,0.22
1997,750859,3375,6991,15.304994418925236,0.78
8018,2033231,6991,3375,9.129955211602985,1.0
688,61423,3375,3375,39.3954602808857,0.16
9380,2662240,3375,3375,39.37338785558784,0.84
9077,2467351,3375,27287,39.94879723929455,1.0
788,94751,6938,6938,4.25565605013182,1.0
1814,611624,6938,26345,4.537951940963522,1.0
2608,1286414,28191,28191,1.4982039647770615,1.0
1746,500989,1975,18265,2216.4126501300916,0.11764705882352941
680,56872,18265,18265,2.990295676228273,0.8823529411764706
1639,202906,3496,2932,13.476459852052411,1.0
1665,202941,2932,3496,13.746500797303252,0.1
1643,202939,4096,2932,1.3686919655513825,0.9
5693,1815747,4183,4183,994.5606977920195,0.1
9222,2527621,4183,4183,60.93347179087071,0.9
860,115561,2773,2773,5.206694875100337,1.0
2482,1172594,2773,4096,12.320478959845696,0.4
1766,519340,2773,4096,12.481170487624595,0.6
2154,972992,4096,4096,11.360061381358838,1.0
42322,2400976,2787,25877,5532.666934760071,0.36
46255,2843515,2787,25877,2982.778068824278,0.64
3534,1409673,25877,3764,15.294267589680125,1.0
6114,1866491,3764,2214,283.994690040271,0.3
4987,1648653,3764,2214,240.89678965090405,0.7
3528,1396749,2214,6972,38.03438471210489,1.0
41743,2373626,6972,2667,6528.593681481107,0.4
37606,2073611,6972,2667,6315.524008710516,0.6
2445,1108385,2667,2667,20.583250136250292,1.0
8627,2095405,2667,18265,1897.67987700409,1.0
9073,2415215,28191,6068,23.986200280956588,1.0
3308,1320155,2652,6904,14.809678693314815,1.0
28994,1280891,1975,2236,2686.1356053577706,1.0
5159,1741882,2236,6869,3639.651207135864,1.0
8690,2106972,6869,3501,83.10903918104286,1.0
4969,1624673,3501,756,1568.17910411402,0.3076923076923077
6082,1846403,3501,756,1759.3492742680903,0.6923076923076923
10727,3053344,756,3717,15.598043868608006,1.0
9401,2745795,3717,756,15.188619786569955,1.0
9062,2410880,756,1975,792.5848984871517,1.0
677,16788,2236,6869,1.107242219719638,1.0
1774,535918,15389,756,17.390853528084374,1.0
8780,2137829,2236,6868,3765.648735365071,1.0
4929,1616689,6868,6855,137.4360853305182,1.0
8001,2018336,6855,1975,33.84846922185173,1.0
9228,2575420,1975,1975,61.59839008241567,1.0
2025,860219,1975,6859,62.42848379058911,0.04
6172,1893408,1975,6859,132.50516861707064,0.06
8015,2019618,1975,6859,66.28306787820294,0.06
1851,702754,1975,6859,63.75149434723471,0.08
1714,294417,1975,6859,60.85527676547158,0.24
8700,2114771,1975,6859,60.62722769328478,0.52
1723,298504,1975,6859,1464.788565304376,0.12
5106,1708684,6859,2236,2690.8404587481878,0.88
9286,2618028,2236,2075,1770.9348867816584,1.0
9374,2618040,2075,2236,1328.5041135293752,1.0
10720,3051623,6868,1975,114.11041954296856,1.0
20524,524532,2236,2236,12.757878917178601,1.0
3883,1456456,2236,2076,3641.85761956413,1.0
8438,2050880,2076,7040,10.616159318506305,1.0
9406,2748667,7040,2076,27.873301458442192,0.02
5005,1694034,7040,2076,10.064791107661563,0.04
5120,1740429,7040,2076,10.27276131884856,0.12
5412,1792669,7040,2076,8.162255442257532,0.82
2186,983279,2076,2075,124.79248220033065,1.0
8863,2239654,2075,2075,16.089375901864727,1.0
44061,2657144,1975,3705,1351.1923776565113,1.0
25569,969368,3705,2869,2.8439130426489365,1.0
43712,2596757,6854,1975,14.749892326576969,1.0
35384,1937987,1975,2075,204.38914598641756,1.0
41454,2359476,24276,3725,10.48954612543071,0.2
13211,87284,24276,3725,7.748902416680419,0.8
26706,1046163,3725,24276,10.318771383932958,0.38
30627,1484576,3725,24276,10.467383496733758,0.62
18180,354371,24276,6885,2109.992809925064,1.0
14846,120708,6885,3639,3.82873984261507,1.0
39783,2227864,3639,3779,328.58432342432474,1.0
36188,2016005,3779,24276,2890.5481858328085,0.21428571428571427
38293,2126914,3779,24276,1879.885813387817,0.7857142857142857
11546,38698,24276,3779,2904.0158621846035,0.4444444444444444
11866,38724,24276,3779,2698.8600547651813,0.5555555555555556
17237,245547,3779,6885,890.2177220918311,1.0
21212,665849,3639,6885,4.474263200292879,1.0
13217,87570,3725,3725,41.03916983366666,1.0
24616,873033,3725,3779,2904.8760453347877,1.0
18034,332026,3779,1463,13.511856459319379,1.0
13186,82323,1463,3639,768.4676539904517,1.0
19594,427681,3779,1405,3217.2220219752217,0.19230769230769232
35209,1927537,3779,1405,2932.922872952704,0.8076923076923077
43265,2552716,1405,2050,779.6018919888554,1.0
15711,209827,2050,2102,462.3065319810223,0.32
31333,1573366,2050,2102,606.0262679407185,0.68
38152,2117067,2102,24275,824.6796372922432,1.0
15390,199194,2107,24275,839.8285684397323,0.1
27065,1159436,24275,24276,3.83449201311162,0.9
24352,822796,24276,24275,3.87623293233072,1.0
41973,2385753,27399,24275,1.3029959971775056,1.0
10858,9889,2075,24275,1559.4914154838386,0.22
32689,1649768,24275,3725,13.244204350988642,0.78
18004,322292,3639,27415,730.1427679159154,1.0
43505,2552806,6895,3779,4.93992321829011,1.0
31485,1573399,3779,2050,4043.843123685699,1.0
24990,873059,2050,1463,3742.386223518892,0.16666666666666666
43451,2552777,2050,1463,4164.761128209077,0.8333333333333334
31616,1586348,1463,3779,16.577245888252264,1.0
25575,972047,27414,3779,6.782932455958074,1.0
11069,22248,3725,27399,13.214103758562898,1.0
35486,1958546,27399,29843,1486.0676289844275,1.0
11293,38674,29843,2050,35.41451493436966,0.02
17152,242317,29843,2050,25.220455844795225,0.12
32426,1614179,29843,2050,37.5252024842349,0.86
46374,2862860,2050,29843,36.22155037674145,1.0
28204,1239364,2050,2104,408.23767821506397,1.0
21204,661764,2104,2104,53.52141996292123,1.0
36956,2036599,2104,906,99.09350634422277,1.0
28151,1238398,906,29843,271.66056926944015,1.0
11262,38636,3725,1405,527.1981990953889,0.058823529411764705
19708,428065,3725,1405,568.4544567657272,0.9411764705882353
36166,2015996,1405,2102,394.0409179044483,1.0
44313,2725321,2102,2103,10.820942087900136,1.0
44826,2797686,29843,2103,243.59759603219362,1.0
30644,1484623,2102,1405,158.77339598848218,1.0
31287,1531347,1405,6885,1253.6938953835956,1.0
11641,38712,1405,6871,197.0221194397959,1.0
35399,1947811,6871,3725,14.606572842631042,0.39473684210526316
35404,1947969,6871,3725,15.018722927210181,0.6052631578947368
10829,9495,3725,29843,1759.2276339142932,0.3
40580,2300815,3725,29843,1562.6885225620263,0.7
35420,1954708,2104,3482,43.18882286016818,1.0
31925,1592307,3482,2104,42.689093758439896,1.0
28259,1239535,2104,29843,890.9967061133827,0.16
27850,1233062,2104,29843,646.7463678586395,0.84
37001,2036803,2050,1405,1052.0741448072904,1.0
29725,1366617,3779,3639,545.3726894254111,0.5
43568,2579759,3779,3639,589.3379332854266,0.5
12736,38825,2102,7143,916.0868979249602,0.5
14941,127347,2102,7143,709.9003970364063,0.5
27515,1199788,7143,3725,15.997061015369143,0.3181818181818182
30692,1487407,7143,3725,14.28353560757302,0.6818181818181818
12844,38851,3639,24276,2038.737406535416,1.0
26573,1033514,3779,29843,3867.496733543719,0.1875
47680,3021130,3779,29843,4000.8836475087473,0.8125
26931,1112735,29843,2102,337.79861963100427,0.3333333333333333
30668,1484657,29843,2102,644.616460844309,0.6666666666666666
35976,1998939,6871,27399,4.334759771823136,1.0
30143,1449302,27399,3725,13.651345311963007,1.0
21208,665500,3779,27414,6.649544581013223,1.0
12247,38728,1463,2102,3512.545408731654,0.14285714285714285
26260,1014110,1463,2102,3368.8747201282313,0.8571428571428571
30731,1495635,7143,24276,6.887206818746872,1.0
12406,38733,3779,27413,8.321080464889619,1.0
15635,202292,27413,6885,748.6757585009855,1.0
15379,197203,24277,3725,10.096917569201029,0.5
17944,302184,24277,3725,9.810135835113023,0.5
36087,2015984,3725,6885,2068.779145424514,0.3333333333333333
15514,202164,3725,6885,1943.307456173692,0.6666666666666666
30686,1487354,27399,24276,5.451072882431478,1.0
45695,2841926,1405,27399,376.2920670897963,1.0
35327,1927710,3725,2050,1148.0196397712518,0.46
10949,12110,3725,2050,1177.4178901602072,0.54
27459,1187174,2102,6871,1018.5845320153041,1.0
32429,1615053,6871,7143,2.0771612377541673,1.0
19264,416307,1463,6895,7.6119691174886865,1.0
10955,13879,6895,1463,8.278915757772992,1.0
44309,2725314,6885,7100,535.8594733088903,1.0
30552,1476894,7100,24276,923.2154384474735,1.0
32695,1649805,3725,6871,16.226270857940875,0.44
24371,866937,3725,6871,13.19182087456194,0.56
11064,21834,6871,2050,596.0978541297706,1.0
41141,2355918,2050,43447,5.1369500102687145,0.12244897959183673
15384,198975,2050,43447,9.81263181463092,0.8775510204081632
25327,918921,43447,2050,6.338380014930657,1.0
37018,2036806,6871,24276,7.958522271106032,1.0
12640,38822,6885,2050,3155.9881876210416,0.2
44641,2791128,6885,2050,2800.800977617642,0.8
21093,593446,2050,2103,423.3195600114117,1.0
32844,1714097,3639,27414,329.1120221074736,1.0
30618,1484508,1405,24276,397.62585974667235,0.3684210526315789
35663,1971480,1405,24276,208.20381113490663,0.631578947368421
20610,554091,1405,29843,1148.503329090138,0.32
28110,1238367,1405,29843,443.6694171572453,0.68
20368,512317,2050,2050,14.496690496709691,1.0
33146,1743748,2102,27399,379.6021531563941,0.06666666666666667
35616,1970499,2102,27399,1058.8330441146775,0.9333333333333333
28044,1238308,2050,3779,1785.026463477607,1.0
15387,199060,24276,24276,0.8584843560824268,1.0
13207,87122,24277,24277,0.9341068293607304,1.0
36312,2016007,3725,2102,572.9544790016163,0.45454545454545453
36343,2016029,3725,2102,1032.077782177047,0.5454545454545454
25090,873093,2102,2050,327.83851733725265,1.0
29598,1317986,43447,43447,1.212389454583705,1.0
13993,103974,24103,2970,1.1059825758412154,1.0
32777,1666199,4231,24103,581.4679930209422,0.3333333333333333
13736,103851,4231,24103,1019.6462070822313,0.6666666666666666
47489,3015095,24103,2970,7.140112206695601,1.0
25913,972473,2970,14292,1347.6286386717059,0.1111111111111111
14438,104061,2970,14292,1056.1389920709607,0.8888888888888888
13987,103907,4231,2970,769.018249146704,1.0
44545,2790592,2970,24103,7.354169456199958,0.46
35389,1946880,2970,24103,20.44233057190316,0.54
13298,103725,24103,14292,485.9869608442902,1.0
35569,1966980,2970,2782,97.20708530610328,0.02
19857,447836,2970,2782,38.14458867522034,0.38
28642,1246495,2970,2782,46.20522295439218,0.6
38495,2129524,2782,14292,473.34928280461054,0.2
37867,2098001,2782,14292,469.6791165518532,0.8
26700,1042996,24103,2782,26.659508017908024,0.36
35673,1973260,24103,2782,29.641189822679223,0.64
38063,2098005,2782,4231,472.6555188684807,1.0
33278,1775847,24103,24102,8.40732431554677,1.0
29820,1397173,24102,2782,22.120382289804926,0.16
32794,1684079,24102,2782,25.262513598231124,0.84
43060,2511612,14292,14292,3.162027392172674,1.0
20302,499827,4231,29645,9.108183892169732,1.0
23519,760148,4231,4231,117.01558166946914,1.0
13443,103768,14292,24103,493.664212197662,1.0
